Timestamp;Suspension1;Suspension2;Suspension3;Suspension4;Steering;RPM_FrontRight;RPM_FrontLeft;RPM_RearRight;RPM_RearLeft;SUS1MM;SUS2MM;SUS3MM;SUS4MM;index
05/02/2025 11:37;11811;11545;11669;10426;12792;0;0;0;0;42.80464852;43.59931885;43.22887103;46.94231171;156
05/02/2025 11:37;11810;11545;11669;10422;12792;0;0;0;0;42.80763601;43.59931885;43.22887103;46.95426164;157
05/02/2025 11:37;11808;11552;11669;10423;12791;0;0;0;0;42.81361097;43.57840648;43.22887103;46.95127416;158
05/02/2025 11:37;11809;11550;11670;10420;12791;0;0;0;0;42.81062349;43.58438144;43.22588355;46.96023661;159
05/02/2025 11:37;11805;11548;11670;10426;12791;0;0;0;0;42.82257342;43.59035641;43.22588355;46.94231171;160
05/02/2025 11:37;11805;11545;11668;10426;12792;0;0;0;0;42.82257342;43.59931885;43.23185851;46.94231171;161
05/02/2025 11:37;11807;11546;11669;10427;12792;0;0;0;0;42.81659845;43.59633137;43.22887103;46.93932423;162
05/02/2025 11:37;11807;11547;11668;10423;12791;0;0;0;0;42.81659845;43.59334389;43.23185851;46.95127416;163
05/02/2025 11:37;11810;11545;11671;10418;12792;0;0;0;0;42.80763601;43.59931885;43.22289607;46.96621157;164
05/02/2025 11:37;11810;11553;11662;10419;12793;0;0;0;0;42.80763601;43.57541899;43.24978341;46.96322409;165
05/02/2025 11:37;11824;11556;11660;10419;12792;0;0;0;0;42.76581125;43.56645655;43.25575837;46.96322409;166
05/02/2025 11:37;11809;11555;11663;10415;12793;0;0;0;0;42.81062349;43.56944403;43.24679593;46.97517402;167
05/02/2025 11:37;11799;11550;11673;10423;12787;0;0;0;0;42.84049831;43.58438144;43.2169211;46.95127416;168
05/02/2025 11:37;11804;11552;11669;10417;12793;0;0;0;0;42.8255609;43.57840648;43.22887103;46.96919906;169
05/02/2025 11:37;11803;11548;11670;10414;12789;0;0;0;0;42.82854838;43.59035641;43.22588355;46.9781615;170
05/02/2025 11:37;11807;11538;11669;10420;12791;0;0;0;0;42.81659845;43.62023123;43.22887103;46.96023661;171
05/02/2025 11:37;11804;11554;11668;10425;12789;0;0;0;0;42.8255609;43.57243151;43.23185851;46.9452992;172
05/02/2025 11:37;11803;11543;11668;10421;12791;0;0;0;0;42.82854838;43.60529382;43.23185851;46.95724913;173
05/02/2025 11:37;11806;11541;11669;10419;12792;0;0;0;0;42.81958593;43.61126878;43.22887103;46.96322409;174
05/02/2025 11:37;11805;11549;11667;10420;12791;0;0;0;0;42.82257342;43.58736892;43.234846;46.96023661;175
05/02/2025 11:37;11803;11547;11667;10419;12788;0;0;0;0;42.82854838;43.59334389;43.234846;46.96322409;176
05/02/2025 11:37;11808;11554;11661;10419;12789;0;0;0;0;42.81361097;43.57243151;43.25277089;46.96322409;177
05/02/2025 11:37;11816;11567;11655;10418;12793;0;0;0;0;42.78971111;43.53359424;43.27069578;46.96621157;178
05/02/2025 11:37;11808;11562;11664;10418;12790;0;0;0;0;42.81361097;43.54853165;43.24380844;46.96621157;179
05/02/2025 11:37;11803;11547;11675;10423;12791;0;0;0;0;42.82854838;43.59334389;43.21094614;46.95127416;180
05/02/2025 11:37;11805;11549;11667;10422;12789;0;0;0;0;42.82257342;43.58736892;43.234846;46.95426164;181
05/02/2025 11:37;11806;11549;11670;10423;12789;0;0;0;0;42.81958593;43.58736892;43.22588355;46.95127416;182
05/02/2025 11:37;11805;11557;11669;10424;12789;0;0;0;0;42.82257342;43.56346906;43.22887103;46.94828668;183
05/02/2025 11:37;11804;11553;11666;10423;12791;0;0;0;0;42.8255609;43.57541899;43.23783348;46.95127416;184
05/02/2025 11:37;11805;11549;11667;10424;12791;0;0;0;0;42.82257342;43.58736892;43.234846;46.94828668;185
05/02/2025 11:37;11804;11541;11667;10421;12791;0;0;0;0;42.8255609;43.61126878;43.234846;46.95724913;186
05/02/2025 11:37;11804;11550;11668;10422;12791;0;0;0;0;42.8255609;43.58438144;43.23185851;46.95426164;187
05/02/2025 11:37;11801;11553;11667;10422;12791;0;0;0;0;42.83452335;43.57541899;43.234846;46.95426164;188
05/02/2025 11:37;11799;11557;11668;10425;12790;0;0;0;0;42.84049831;43.56346906;43.23185851;46.9452992;189
05/02/2025 11:37;11797;11552;11667;10421;12791;0;0;0;0;42.84647328;43.57840648;43.234846;46.95724913;190
05/02/2025 11:37;11802;11553;11667;10423;12790;0;0;0;0;42.83153586;43.57541899;43.234846;46.95127416;191
05/02/2025 11:37;11803;11548;11668;10422;12791;0;0;0;0;42.82854838;43.59035641;43.23185851;46.95426164;192
05/02/2025 11:37;11805;11548;11669;10420;12793;0;0;0;0;42.82257342;43.59035641;43.22887103;46.96023661;193
05/02/2025 11:37;11802;11555;11667;10423;12792;0;0;0;0;42.83153586;43.56944403;43.234846;46.95127416;194
05/02/2025 11:37;11799;11555;11667;10423;12791;0;0;0;0;42.84049831;43.56944403;43.234846;46.95127416;195
05/02/2025 11:37;11801;11560;11667;10427;12792;0;0;0;0;42.83452335;43.55450662;43.234846;46.93932423;196
05/02/2025 11:37;11800;11552;11665;10423;12789;0;0;0;0;42.83751083;43.57840648;43.24082096;46.95127416;197
05/02/2025 11:37;11806;11552;11666;10425;12790;0;0;0;0;42.81958593;43.57840648;43.23783348;46.9452992;198
05/02/2025 11:37;11804;11543;11668;10421;12791;0;0;0;0;42.8255609;43.60529382;43.23185851;46.95724913;199
05/02/2025 11:37;11805;11556;11667;10421;12792;0;0;0;0;42.82257342;43.56645655;43.234846;46.95724913;200
05/02/2025 11:37;11805;11555;11668;10420;12790;0;0;0;0;42.82257342;43.56944403;43.23185851;46.96023661;201
05/02/2025 11:37;11799;11555;11668;10425;12792;0;0;0;0;42.84049831;43.56944403;43.23185851;46.9452992;202
05/02/2025 11:37;11798;11551;11666;10423;12791;0;0;0;0;42.84348579;43.58139396;43.23783348;46.95127416;203
05/02/2025 11:37;11801;11551;11668;10424;12793;0;0;0;0;42.83452335;43.58139396;43.23185851;46.94828668;204
05/02/2025 11:37;11802;11549;11666;10422;12792;0;0;0;0;42.83153586;43.58736892;43.23783348;46.95426164;205
05/02/2025 11:37;11806;11547;11668;10421;12795;0;0;0;0;42.81958593;43.59334389;43.23185851;46.95724913;206
05/02/2025 11:37;11804;11548;11668;10419;12791;0;0;0;0;42.8255609;43.59035641;43.23185851;46.96322409;207
05/02/2025 11:37;11805;11547;11668;10421;12794;0;0;0;0;42.82257342;43.59334389;43.23185851;46.95724913;208
05/02/2025 11:37;11804;11550;11665;10421;12794;0;0;0;0;42.8255609;43.58438144;43.24082096;46.95724913;209
