accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,date,time
-0.53,0.76,9.67,0.00,0.01,-0.00,2025-2-4,20:32:48
-0.74,0.68,9.82,-0.01,-0.00,-0.00,2025-2-4,20:32:48
-0.55,0.70,9.63,0.00,-0.00,-0.00,2025-2-4,20:32:48
-0.59,0.65,9.69,-0.01,0.00,-0.00,2025-2-4,20:32:48
-0.68,0.72,9.67,0.00,0.00,-0.00,2025-2-4,20:32:48
-0.68,0.57,9.82,-0.00,0.01,-0.00,2025-2-4,20:32:48
-0.68,0.72,9.81,0.00,-0.00,-0.00,2025-2-4,20:32:48
-0.67,0.72,9.63,-0.01,0.00,-0.00,2025-2-4,20:32:48
-0.61,0.57,9.88,0.00,0.00,-0.00,2025-2-4,20:32:48
-0.63,0.49,9.63,-0.00,0.00,-0.00,2025-2-4,20:32:48
-0.70,0.61,9.79,0.00,-0.00,0.00,2025-2-4,20:32:48
-0.55,0.44,9.63,-0.01,0.00,-0.00,2025-2-4,20:32:48
-0.70,0.72,9.86,0.00,-0.00,-0.00,2025-2-4,20:32:49
-0.72,0.65,9.67,-0.00,0.00,-0.00,2025-2-4,20:32:49
-0.68,0.47,9.82,0.00,-0.00,0.00,2025-2-4,20:32:49
-0.65,0.74,9.59,-0.01,0.00,-0.00,2025-2-4,20:32:49
-0.68,0.53,9.84,0.00,-0.00,0.00,2025-2-4,20:32:49
-0.61,0.72,9.56,-0.01,0.00,-0.00,2025-2-4,20:32:49
-0.57,0.68,9.79,0.00,-0.00,-0.00,2025-2-4,20:32:49
-0.59,0.55,9.69,-0.01,0.00,-0.00,2025-2-4,20:32:49
-0.61,0.47,9.79,-0.00,0.00,0.00,2025-2-4,20:32:49
-0.57,0.65,9.67,0.00,0.00,-0.00,2025-2-4,20:32:49
-0.74,0.76,9.77,0.00,-0.01,0.00,2025-2-4,20:32:49
-0.53,0.68,9.67,-0.00,0.01,-0.00,2025-2-4,20:32:49
-0.82,0.80,9.88,0.00,-0.00,-0.00,2025-2-4,20:32:49
-0.59,0.76,9.63,0.00,-0.01,-0.00,2025-2-4,20:32:49
-0.57,0.72,9.69,-0.01,-0.01,0.00,2025-2-4,20:32:49
-0.57,0.72,9.67,0.01,0.00,-0.00,2025-2-4,20:32:49
-0.53,0.59,9.79,0.01,-0.00,-0.00,2025-2-4,20:32:49
-0.55,0.68,9.75,-0.00,-0.01,0.00,2025-2-4,20:32:49
-0.53,0.57,9.71,0.00,-0.01,0.00,2025-2-4,20:32:49
-0.70,0.82,9.75,0.00,-0.00,0.00,2025-2-4,20:32:49
-0.65,0.61,9.59,-0.00,0.00,-0.00,2025-2-4,20:32:49
-0.61,0.74,9.63,0.00,-0.01,-0.00,2025-2-4,20:32:49
-0.49,0.67,9.61,-0.01,-0.01,0.00,2025-2-4,20:32:49
-0.70,0.53,9.75,0.01,0.02,-0.00,2025-2-4,20:32:49
-0.65,0.65,9.71,-0.04,-0.01,-0.00,2025-2-4,20:32:49
-0.76,0.49,9.86,0.00,0.00,-0.00,2025-2-4,20:32:49
-0.49,0.61,9.58,-0.02,-0.01,0.00,2025-2-4,20:32:49
-0.68,0.59,9.73,-0.02,-0.01,-0.00,2025-2-4,20:32:49
-0.61,0.61,9.67,-0.02,-0.01,-0.00,2025-2-4,20:32:50
-0.63,0.61,9.82,-0.00,-0.00,-0.00,2025-2-4,20:32:50
-0.61,0.74,9.69,-0.00,0.01,-0.00,2025-2-4,20:32:50
-0.61,0.61,9.79,-0.03,-0.00,-0.00,2025-2-4,20:32:50
-0.49,0.59,9.75,0.00,0.00,-0.00,2025-2-4,20:32:50
-0.65,0.51,9.67,-0.01,0.01,-0.00,2025-2-4,20:32:50
-0.76,0.47,9.88,-0.00,0.00,-0.00,2025-2-4,20:32:50
-0.61,0.57,9.59,-0.01,0.00,-0.00,2025-2-4,20:32:50
-0.80,0.80,9.65,0.01,-0.00,0.00,2025-2-4,20:32:50
-0.65,0.70,9.46,0.02,0.01,-0.00,2025-2-4,20:32:50
-0.61,0.65,9.82,-0.01,-0.02,0.00,2025-2-4,20:32:50
-0.99,0.95,8.92,0.16,0.09,0.01,2025-2-4,20:32:50
-0.13,0.28,10.15,-0.16,-0.09,0.03,2025-2-4,20:32:50
-0.53,0.63,9.58,0.04,-0.01,0.00,2025-2-4,20:32:50
-0.74,0.55,10.03,-0.03,0.02,0.00,2025-2-4,20:32:50
-0.72,0.68,9.46,0.02,0.01,0.00,2025-2-4,20:32:50
-0.55,0.51,9.81,0.00,-0.01,0.00,2025-2-4,20:32:50
-0.74,0.74,9.65,0.02,0.01,-0.00,2025-2-4,20:32:50
-0.63,0.55,9.75,0.00,-0.00,0.00,2025-2-4,20:32:50
-0.67,0.57,9.90,0.00,-0.01,0.00,2025-2-4,20:32:50
-0.65,0.67,9.61,0.01,-0.01,0.00,2025-2-4,20:32:50
-0.86,0.65,10.00,0.00,0.00,-0.00,2025-2-4,20:32:50
-0.53,0.78,9.59,0.01,-0.00,0.00,2025-2-4,20:32:50
-0.67,0.59,9.82,-0.00,-0.01,0.00,2025-2-4,20:32:50
-0.63,0.67,9.63,-0.01,0.01,-0.01,2025-2-4,20:32:50
-0.84,0.49,9.94,0.00,0.00,0.00,2025-2-4,20:32:50
-0.72,0.72,9.48,0.01,0.01,0.00,2025-2-4,20:32:50
-0.68,0.72,9.88,-0.01,-0.01,-0.00,2025-2-4,20:32:50
-0.53,0.63,9.65,0.00,0.00,-0.00,2025-2-4,20:32:51
-0.97,0.82,9.94,0.04,-0.13,-0.03,2025-2-4,20:32:55
-0.55,0.30,9.90,-0.05,0.06,0.02,2025-2-4,20:32:55
-0.78,0.82,9.81,0.12,0.13,0.00,2025-2-4,20:32:55
-0.95,0.93,9.54,0.04,0.04,0.01,2025-2-4,20:32:55
-0.88,0.80,10.03,-0.06,-0.04,0.02,2025-2-4,20:32:55
-0.57,0.68,9.69,-0.00,-0.03,0.01,2025-2-4,20:32:55
-0.78,0.80,9.79,0.01,-0.01,-0.01,2025-2-4,20:32:55
-0.65,0.78,9.69,-0.01,-0.00,0.00,2025-2-4,20:32:55
-0.68,0.67,9.77,-0.02,-0.01,0.01,2025-2-4,20:32:55
-0.65,0.72,9.52,-0.01,0.01,0.00,2025-2-4,20:32:55
-0.68,0.61,9.94,-0.02,-0.01,0.00,2025-2-4,20:32:55
-0.65,0.80,9.59,-0.01,0.01,0.00,2025-2-4,20:32:55
-0.57,0.88,9.77,-0.03,-0.01,0.00,2025-2-4,20:32:55
-0.55,0.72,9.65,-0.03,-0.00,0.00,2025-2-4,20:32:55
-0.80,0.57,9.69,-0.02,-0.01,-0.00,2025-2-4,20:32:55
-0.68,0.86,9.71,-0.02,-0.00,-0.00,2025-2-4,20:32:55
-0.57,0.74,9.88,0.01,-0.00,-0.00,2025-2-4,20:32:55
-0.67,0.74,9.56,0.01,-0.01,0.00,2025-2-4,20:32:55
-0.67,0.70,9.82,-0.01,-0.00,-0.01,2025-2-4,20:32:55
-0.74,0.65,9.82,0.03,0.00,-0.00,2025-2-4,20:32:55
-0.67,0.86,9.61,0.04,0.00,-0.00,2025-2-4,20:32:56
-0.57,0.72,9.56,0.01,-0.00,-0.00,2025-2-4,20:32:56
-0.42,0.65,9.82,-0.03,-0.01,-0.00,2025-2-4,20:32:56
-0.72,0.47,9.61,0.00,0.01,-0.00,2025-2-4,20:32:56
-0.63,0.63,9.73,-0.01,0.00,0.00,2025-2-4,20:32:56
-0.63,0.70,9.61,0.01,-0.00,-0.00,2025-2-4,20:32:56
-0.55,0.80,9.59,-0.01,0.00,0.00,2025-2-4,20:32:56
-0.74,0.67,9.75,0.01,0.02,-0.00,2025-2-4,20:32:56
-0.68,0.72,9.82,-0.01,-0.01,0.00,2025-2-4,20:32:56
-0.82,0.74,9.69,0.01,0.00,-0.00,2025-2-4,20:32:56
-0.63,0.74,9.63,-0.01,-0.01,-0.00,2025-2-4,20:32:56
-0.61,0.68,9.71,-0.00,0.00,-0.00,2025-2-4,20:32:56
-0.53,0.74,9.58,-0.01,-0.00,-0.00,2025-2-4,20:32:56
-0.72,0.76,9.75,-0.01,-0.00,-0.00,2025-2-4,20:32:56
-0.59,0.63,9.82,-0.02,-0.01,0.00,2025-2-4,20:32:56
-0.57,0.82,9.52,0.02,0.01,-0.01,2025-2-4,20:32:56
-0.53,0.57,9.58,-0.03,-0.02,-0.00,2025-2-4,20:32:56
-0.55,0.74,9.69,-0.02,-0.01,-0.00,2025-2-4,20:32:56
-0.45,0.93,9.36,-0.01,0.00,-0.00,2025-2-4,20:32:56
-0.53,0.67,10.11,-0.03,-0.01,0.01,2025-2-4,20:32:56
-0.49,0.57,9.48,0.02,-0.00,0.00,2025-2-4,20:32:56
-0.68,0.70,9.86,0.00,-0.00,-0.00,2025-2-4,20:32:56
-0.55,0.68,9.69,0.01,0.00,0.00,2025-2-4,20:32:56
-0.86,0.76,9.63,0.02,0.02,-0.00,2025-2-4,20:32:56
-0.70,0.68,9.59,0.01,0.00,-0.00,2025-2-4,20:32:56
-0.63,0.72,9.75,0.03,-0.00,0.00,2025-2-4,20:32:56
-0.57,0.67,9.61,0.04,0.01,0.00,2025-2-4,20:32:56
-0.68,0.76,9.69,0.02,0.00,-0.01,2025-2-4,20:32:56
-0.53,0.84,9.82,0.00,-0.00,-0.00,2025-2-4,20:32:57
-0.47,0.80,9.58,0.01,-0.01,0.01,2025-2-4,20:32:57
-0.74,0.72,9.79,-0.03,0.01,-0.01,2025-2-4,20:32:57
-0.59,0.67,9.71,-0.00,0.00,-0.00,2025-2-4,20:32:57
-0.82,0.74,9.75,0.03,0.02,-0.01,2025-2-4,20:32:57
-0.40,0.68,9.42,-0.02,-0.03,0.01,2025-2-4,20:32:57
-0.65,0.72,9.77,-0.00,-0.01,0.00,2025-2-4,20:32:57
-0.65,0.82,9.58,-0.00,0.01,-0.00,2025-2-4,20:32:57
-0.67,0.78,9.67,0.01,0.01,0.00,2025-2-4,20:32:57
-0.68,0.68,9.67,0.00,-0.01,0.00,2025-2-4,20:32:57
-0.76,0.74,9.71,-0.00,0.00,-0.00,2025-2-4,20:32:57
-0.49,0.78,9.44,0.00,-0.00,0.00,2025-2-4,20:32:57
-0.65,0.68,9.92,-0.00,-0.00,0.00,2025-2-4,20:32:57
-0.65,0.82,9.58,0.01,0.00,0.00,2025-2-4,20:32:57
-0.76,0.82,9.73,-0.00,-0.00,0.00,2025-2-4,20:32:57
-0.65,0.55,9.59,-0.01,-0.01,-0.00,2025-2-4,20:32:57
-0.67,0.80,9.82,-0.00,0.01,0.00,2025-2-4,20:32:57
-0.53,0.76,9.82,0.01,-0.00,-0.01,2025-2-4,20:32:57
-0.61,0.84,9.61,-0.01,0.01,-0.00,2025-2-4,20:32:57
-0.63,0.84,9.69,-0.00,-0.01,-0.00,2025-2-4,20:32:57
-0.65,0.80,9.54,-0.01,0.00,-0.00,2025-2-4,20:32:57
-0.70,0.65,9.73,0.00,0.01,-0.00,2025-2-4,20:32:57
-0.53,0.68,9.63,-0.01,-0.00,-0.00,2025-2-4,20:32:57
-0.68,0.63,9.71,0.00,0.00,-0.00,2025-2-4,20:32:57
-0.61,0.67,9.58,-0.01,0.00,0.00,2025-2-4,20:32:57
-0.63,0.70,9.86,-0.02,-0.00,0.00,2025-2-4,20:32:57
-0.61,0.86,9.52,-0.00,0.01,-0.01,2025-2-4,20:32:57
-0.82,0.44,9.86,-0.00,-0.01,-0.00,2025-2-4,20:32:57
-0.49,0.70,9.82,-0.01,-0.00,-0.00,2025-2-4,20:32:57
-0.49,0.82,9.56,0.03,0.01,-0.01,2025-2-4,20:32:58
-0.55,0.93,9.56,-0.02,-0.02,-0.00,2025-2-4,20:32:58
-0.61,0.67,9.82,0.00,-0.01,-0.00,2025-2-4,20:32:58
-0.82,0.78,9.59,-0.02,0.01,0.00,2025-2-4,20:32:58
-0.78,0.68,9.52,-0.01,-0.00,0.00,2025-2-4,20:32:58
-0.61,0.55,9.88,-0.14,-0.04,0.02,2025-2-4,20:32:58
-0.68,0.70,9.88,-0.11,-0.01,-0.00,2025-2-4,20:32:58
-0.13,0.40,9.54,-0.01,-0.01,0.02,2025-2-4,20:32:58
-1.30,0.84,9.61,0.05,0.05,-0.03,2025-2-4,20:32:58
-0.51,0.80,9.77,-0.01,-0.00,0.01,2025-2-4,20:32:58
-0.65,0.76,9.46,0.08,0.02,-0.00,2025-2-4,20:32:58
-0.65,0.68,9.75,0.05,-0.01,-0.00,2025-2-4,20:32:58
-0.86,1.11,9.69,0.04,0.02,-0.00,2025-2-4,20:32:58
-0.68,0.76,8.92,0.09,0.03,0.00,2025-2-4,20:32:58
-0.45,0.65,10.17,-0.19,-0.08,0.02,2025-2-4,20:32:58
-0.49,0.80,9.79,-0.05,0.00,-0.01,2025-2-4,20:32:58
-0.78,0.67,9.67,-0.01,-0.08,0.05,2025-2-4,20:32:58
-0.30,0.55,9.75,-0.05,-0.06,-0.01,2025-2-4,20:32:58
-0.74,0.67,9.58,-0.00,0.03,-0.01,2025-2-4,20:32:58
-0.63,0.44,10.21,-0.06,0.01,0.02,2025-2-4,20:32:58
-0.59,0.42,10.38,0.11,0.04,-0.00,2025-2-4,20:32:58
-0.72,1.43,8.04,0.39,0.02,-0.01,2025-2-4,20:32:58
-0.42,0.44,10.21,-0.21,-0.05,0.02,2025-2-4,20:32:58
-0.90,0.57,9.96,-0.03,0.04,-0.04,2025-2-4,20:32:58
-0.42,0.74,9.36,0.13,-0.02,0.02,2025-2-4,20:32:58
-0.72,0.76,9.92,-0.04,0.00,0.01,2025-2-4,20:32:58
-0.68,0.80,9.71,0.03,0.00,0.00,2025-2-4,20:32:58
-0.53,0.49,10.07,-0.01,-0.01,-0.00,2025-2-4,20:32:58
-0.93,0.90,9.59,0.04,0.03,-0.01,2025-2-4,20:32:58
-0.51,0.86,9.71,-0.04,-0.02,0.01,2025-2-4,20:32:59
-0.59,0.67,9.52,0.01,-0.01,0.00,2025-2-4,20:32:59
-0.63,0.67,9.61,-0.01,-0.00,-0.00,2025-2-4,20:32:59
-0.72,0.91,9.79,0.01,0.00,-0.00,2025-2-4,20:32:59
-0.57,0.72,9.81,-0.01,0.00,-0.00,2025-2-4,20:32:59
-0.68,0.82,9.84,0.00,-0.00,-0.00,2025-2-4,20:32:59
-0.76,0.55,9.48,-0.00,0.00,0.00,2025-2-4,20:32:59
-0.76,1.30,9.56,0.00,-0.00,0.00,2025-2-4,20:32:59
-0.55,0.57,9.61,-0.00,-0.00,-0.00,2025-2-4,20:32:59
-0.70,0.86,9.79,-0.01,-0.01,-0.00,2025-2-4,20:32:59
-0.78,0.63,9.69,-0.00,0.01,-0.00,2025-2-4,20:32:59
-0.74,0.82,9.71,-0.00,0.00,0.00,2025-2-4,20:32:59
-0.44,0.99,9.61,-0.01,0.00,0.00,2025-2-4,20:32:59
-0.57,0.74,9.69,0.00,-0.01,0.00,2025-2-4,20:32:59
-0.65,0.99,9.77,0.00,-0.00,-0.00,2025-2-4,20:32:59
-0.72,0.57,9.67,0.00,0.00,-0.00,2025-2-4,20:32:59
-0.61,0.88,9.75,0.00,-0.00,0.00,2025-2-4,20:32:59
-0.68,0.76,9.73,0.00,0.00,0.00,2025-2-4,20:32:59
-0.68,0.67,9.84,0.00,-0.01,0.00,2025-2-4,20:32:59
-0.53,0.72,9.61,-0.00,-0.01,-0.00,2025-2-4,20:32:59
-0.67,0.80,9.79,0.00,-0.01,-0.00,2025-2-4,20:32:59
-0.57,0.84,9.59,-0.00,0.00,-0.00,2025-2-4,20:32:59
-0.68,0.74,9.82,0.00,-0.00,-0.00,2025-2-4,20:32:59
-0.61,0.72,9.61,0.00,-0.00,0.00,2025-2-4,20:32:59
-0.67,0.80,9.86,0.00,-0.01,0.00,2025-2-4,20:32:59
-0.55,0.74,9.67,0.00,-0.01,0.00,2025-2-4,20:32:59
-0.70,0.72,9.73,-0.00,0.00,-0.00,2025-2-4,20:32:59
-0.61,0.76,9.65,0.00,0.00,0.00,2025-2-4,20:32:59
-0.70,0.61,9.81,0.00,0.01,-0.00,2025-2-4,20:32:59
-0.61,0.72,9.69,0.00,-0.01,0.00,2025-2-4,20:32:59
-0.80,0.70,9.77,-0.00,-0.00,-0.00,2025-2-4,20:33:0
-0.51,0.78,9.67,0.00,-0.01,-0.00,2025-2-4,20:33:0
-0.65,0.76,9.71,0.00,0.00,-0.00,2025-2-4,20:33:0
-0.61,0.82,9.69,0.00,0.01,-0.00,2025-2-4,20:33:0
-0.68,0.76,9.65,-0.00,-0.01,0.00,2025-2-4,20:33:0
-0.67,0.86,9.75,-0.00,-0.01,0.00,2025-2-4,20:33:0
-0.68,0.78,9.77,-0.00,-0.00,-0.01,2025-2-4,20:33:0
-0.61,0.70,9.65,0.00,0.00,0.00,2025-2-4,20:33:0
-0.49,0.91,9.58,-0.01,0.00,-0.00,2025-2-4,20:33:0
-0.65,0.74,9.69,0.00,-0.00,0.00,2025-2-4,20:33:0
-0.76,0.67,9.81,-0.01,-0.02,-0.00,2025-2-4,20:33:0
-0.55,0.67,9.63,0.02,-0.00,-0.00,2025-2-4,20:33:0
-0.42,0.80,9.82,-0.01,-0.00,-0.00,2025-2-4,20:33:0
-0.91,0.44,9.94,-0.00,0.01,0.00,2025-2-4,20:33:0
-0.53,0.53,9.59,0.01,0.03,0.01,2025-2-4,20:33:0
-0.68,0.74,9.79,-0.01,-0.02,-0.00,2025-2-4,20:33:0
-0.45,0.78,9.73,-0.03,-0.00,-0.02,2025-2-4,20:33:0
-0.74,0.67,9.58,0.00,0.01,0.00,2025-2-4,20:33:0
-0.61,0.84,9.71,-0.01,-0.00,-0.00,2025-2-4,20:33:0
-0.68,0.51,9.82,-0.00,0.01,0.00,2025-2-4,20:33:0
-0.63,0.86,9.61,0.00,0.00,0.00,2025-2-4,20:33:0
-2.52,1.74,10.74,-0.00,0.00,-0.00,2025-2-4,20:33:0
-0.61,0.80,9.67,0.07,-0.05,-0.01,2025-2-4,20:33:0
-0.57,0.97,9.46,0.03,-0.00,0.01,2025-2-4,20:33:0
-0.51,0.72,9.86,-0.02,-0.00,-0.00,2025-2-4,20:33:0
-0.74,0.90,9.69,0.03,-0.01,0.01,2025-2-4,20:33:0
-0.63,0.84,9.63,0.00,0.01,0.00,2025-2-4,20:33:0
-0.47,1.09,9.58,0.00,0.01,0.00,2025-2-4,20:33:0
-0.57,0.51,9.61,-0.00,-0.00,0.01,2025-2-4,20:33:0
-0.55,0.82,9.82,-0.00,-0.00,0.00,2025-2-4,20:33:1
-0.68,0.55,9.81,0.01,0.02,0.02,2025-2-4,20:33:1
-0.53,0.86,9.69,0.00,0.02,0.01,2025-2-4,20:33:1
-0.67,0.88,9.65,0.00,0.01,0.01,2025-2-4,20:33:1
-0.59,0.84,9.69,-0.00,-0.00,0.00,2025-2-4,20:33:1
-0.74,0.95,9.61,-0.00,-0.00,-0.00,2025-2-4,20:33:1
-0.72,0.88,9.73,-0.00,0.00,-0.00,2025-2-4,20:33:1
-0.55,0.88,9.71,-0.00,0.00,-0.00,2025-2-4,20:33:1
-0.88,0.72,9.61,0.00,0.00,-0.00,2025-2-4,20:33:1
-0.55,0.78,9.79,-0.01,-0.01,-0.01,2025-2-4,20:33:1
-0.47,0.88,9.59,-0.00,-0.01,-0.00,2025-2-4,20:33:1
-0.63,0.80,9.82,0.00,-0.00,-0.00,2025-2-4,20:33:1
-0.76,0.80,9.56,-0.00,0.00,-0.01,2025-2-4,20:33:1
-0.78,0.70,9.77,0.00,0.00,-0.00,2025-2-4,20:33:1
-0.61,0.76,9.65,-0.00,0.00,-0.00,2025-2-4,20:33:1
-0.63,0.72,9.73,0.01,0.01,-0.00,2025-2-4,20:33:1
-0.61,0.82,9.69,-0.01,-0.00,0.00,2025-2-4,20:33:1
-0.65,0.80,9.77,-0.00,-0.00,0.00,2025-2-4,20:33:1
-0.59,0.65,9.61,-0.01,0.00,0.00,2025-2-4,20:33:1
-0.65,0.80,9.58,0.00,0.01,0.00,2025-2-4,20:33:1
-0.68,0.70,9.71,0.00,-0.00,0.00,2025-2-4,20:33:1
-0.67,0.74,9.59,0.00,-0.01,0.00,2025-2-4,20:33:1
-0.40,0.93,9.63,-0.00,-0.00,0.00,2025-2-4,20:33:1
-0.51,0.67,9.73,-0.01,-0.01,-0.00,2025-2-4,20:33:1
-0.68,0.74,9.69,0.00,0.01,-0.01,2025-2-4,20:33:1
-0.61,0.84,9.65,0.00,-0.01,-0.00,2025-2-4,20:33:1
-0.57,0.91,9.67,0.00,-0.01,-0.00,2025-2-4,20:33:1
-0.65,0.86,9.61,-0.00,-0.01,-0.00,2025-2-4,20:33:1
-0.70,0.68,9.77,0.00,0.00,-0.00,2025-2-4,20:33:1
-0.55,0.74,9.61,-0.00,0.00,-0.00,2025-2-4,20:33:2
-0.65,0.70,9.69,0.00,0.00,0.00,2025-2-4,20:33:2
-0.74,0.80,9.69,-0.00,0.00,-0.00,2025-2-4,20:33:2
-0.51,0.80,9.69,0.00,0.00,-0.00,2025-2-4,20:33:2
-0.74,0.67,9.81,0.00,0.00,-0.00,2025-2-4,20:33:2
-0.67,0.82,9.81,0.01,0.01,-0.00,2025-2-4,20:33:2
-0.53,0.84,9.61,-0.00,0.00,-0.00,2025-2-4,20:33:2
-0.74,0.74,9.65,0.01,0.01,-0.00,2025-2-4,20:33:2
-0.40,0.72,9.65,-0.02,-0.01,0.00,2025-2-4,20:33:2
-0.65,0.88,9.71,-0.01,-0.01,-0.00,2025-2-4,20:33:2
-0.51,0.76,9.67,-0.00,0.00,-0.00,2025-2-4,20:33:2
-0.65,0.74,9.67,-0.00,0.00,-0.00,2025-2-4,20:33:2
-0.68,0.63,9.73,-0.00,-0.00,-0.00,2025-2-4,20:33:2
-0.47,0.86,9.63,0.00,0.00,-0.00,2025-2-4,20:33:2
-0.72,0.68,9.81,0.02,0.00,-0.00,2025-2-4,20:33:2
-0.86,0.78,9.58,-0.00,-0.01,-0.00,2025-2-4,20:33:2
-0.70,0.82,9.65,-0.00,-0.02,0.00,2025-2-4,20:33:2
-0.53,0.78,9.42,-0.01,-0.00,-0.00,2025-2-4,20:33:2
-0.65,0.51,9.79,0.00,-0.01,0.00,2025-2-4,20:33:2
-0.44,0.78,9.61,0.00,0.02,-0.00,2025-2-4,20:33:2
-0.78,0.63,9.81,-0.01,0.00,-0.00,2025-2-4,20:33:2
-0.63,0.88,9.63,-0.00,-0.02,0.00,2025-2-4,20:33:2
-0.68,0.82,9.82,-0.01,-0.00,-0.00,2025-2-4,20:33:2
-0.45,0.63,9.63,-0.00,0.00,0.00,2025-2-4,20:33:2
-0.51,0.93,9.59,-0.00,0.01,-0.01,2025-2-4,20:33:2
-0.55,0.74,9.67,0.00,-0.00,0.00,2025-2-4,20:33:2
-0.59,0.84,9.65,-0.01,0.00,-0.00,2025-2-4,20:33:2
-0.67,0.76,9.69,-0.00,-0.01,0.00,2025-2-4,20:33:2
-0.49,0.88,9.54,-0.01,0.01,-0.01,2025-2-4,20:33:2
-0.74,0.90,9.88,-0.00,0.00,-0.00,2025-2-4,20:33:3
-0.47,0.80,9.50,-0.01,0.01,-0.01,2025-2-4,20:33:3
-0.74,0.78,9.75,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.57,0.84,9.52,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.67,0.68,9.90,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.59,0.84,9.54,-0.00,0.00,-0.00,2025-2-4,20:33:3
-0.76,0.72,9.84,-0.00,0.00,-0.00,2025-2-4,20:33:3
-0.45,0.88,9.61,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.57,0.72,9.82,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.70,0.82,9.52,-0.01,0.00,-0.00,2025-2-4,20:33:3
-0.67,0.76,9.71,0.00,0.00,-0.00,2025-2-4,20:33:3
-0.61,0.68,9.71,0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.68,0.68,9.73,-0.00,-0.01,-0.00,2025-2-4,20:33:3
-0.78,0.57,9.75,0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.55,0.74,9.61,-0.00,0.00,-0.00,2025-2-4,20:33:3
-0.80,0.91,9.69,0.00,-0.01,0.00,2025-2-4,20:33:3
-0.63,0.84,9.48,-0.01,-0.00,-0.00,2025-2-4,20:33:3
-0.63,0.84,9.71,-0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.59,0.86,9.65,-0.01,-0.00,-0.00,2025-2-4,20:33:3
-0.76,0.68,9.86,0.00,-0.00,0.00,2025-2-4,20:33:3
-0.51,0.91,9.44,0.00,0.00,-0.00,2025-2-4,20:33:3
-0.51,0.80,9.63,0.00,-0.01,0.00,2025-2-4,20:33:3
-0.86,0.74,10.02,-0.01,-0.01,0.00,2025-2-4,20:33:3
-0.57,0.68,9.69,0.00,0.00,-0.01,2025-2-4,20:33:3
-0.70,0.76,9.86,0.01,0.00,-0.00,2025-2-4,20:33:3
-0.63,0.93,9.52,-0.01,-0.01,0.00,2025-2-4,20:33:3
-0.63,0.78,9.73,-0.00,-0.01,-0.00,2025-2-4,20:33:3
-0.61,0.90,9.56,0.00,-0.01,0.00,2025-2-4,20:33:3
-0.65,0.61,9.84,0.00,-0.00,-0.00,2025-2-4,20:33:3
-0.61,0.88,9.63,-0.00,0.00,-0.00,2025-2-4,20:33:4
-0.74,0.67,9.77,0.00,0.00,-0.00,2025-2-4,20:33:4
-0.57,0.91,9.52,-0.01,-0.00,-0.00,2025-2-4,20:33:4
-0.65,0.86,9.69,-0.00,-0.00,-0.00,2025-2-4,20:33:4
-0.51,0.82,9.52,-0.01,-0.00,-0.00,2025-2-4,20:33:4
-0.67,0.80,9.75,0.00,-0.00,0.00,2025-2-4,20:33:4
-0.55,0.93,9.63,-0.00,0.00,-0.00,2025-2-4,20:33:4
-0.63,0.82,9.73,0.00,-0.00,-0.00,2025-2-4,20:33:4
-0.53,0.91,9.58,-0.01,-0.00,-0.00,2025-2-4,20:33:4
-0.78,0.74,9.86,0.00,-0.01,-0.00,2025-2-4,20:33:4
-0.47,0.74,9.61,-0.01,0.00,-0.00,2025-2-4,20:33:4
-0.72,0.68,9.75,0.00,0.00,0.00,2025-2-4,20:33:4
-0.59,0.82,9.59,-0.01,-0.00,-0.00,2025-2-4,20:33:4
-0.53,0.82,9.65,0.00,-0.00,-0.00,2025-2-4,20:33:4
-0.63,0.68,9.82,-0.01,0.00,-0.00,2025-2-4,20:33:4
-0.70,0.90,9.59,0.00,-0.00,0.00,2025-2-4,20:33:4
-0.72,0.53,9.79,0.00,-0.00,0.00,2025-2-4,20:33:4
-0.67,0.97,9.59,-0.00,-0.00,0.00,2025-2-4,20:33:4
-0.61,0.61,9.79,-0.01,0.00,-0.00,2025-2-4,20:33:4
-0.59,0.78,9.52,0.00,0.00,-0.00,2025-2-4,20:33:4
-0.68,0.90,9.81,-0.00,-0.01,0.00,2025-2-4,20:33:4
-0.61,0.86,9.59,0.00,-0.00,-0.00,2025-2-4,20:33:4
-0.65,0.82,9.75,-0.00,-0.01,0.00,2025-2-4,20:33:4
-0.53,0.99,9.54,0.00,0.00,0.00,2025-2-4,20:33:4
-0.61,0.72,9.82,0.00,-0.00,0.00,2025-2-4,20:33:4
-0.49,0.88,9.61,-0.00,-0.00,-0.00,2025-2-4,20:33:4
-0.55,0.88,9.52,0.00,-0.00,0.00,2025-2-4,20:33:4
-0.55,0.65,9.73,-0.01,-0.00,-0.00,2025-2-4,20:33:4
-0.59,0.72,9.77,-0.00,0.01,-0.00,2025-2-4,20:33:4
-0.68,0.74,9.82,0.00,-0.00,0.00,2025-2-4,20:33:5
