accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,date,time
-0.49,1.22,9.73,-0.03,-0.02,0.00,2025-2-4,20:30:22
-0.49,1.03,9.56,-0.02,-0.00,-0.00,2025-2-4,20:30:22
-0.57,1.05,9.84,-0.03,-0.01,0.00,2025-2-4,20:30:22
-0.74,1.01,9.63,-0.00,0.00,-0.00,2025-2-4,20:30:26
-0.47,1.13,9.56,-0.01,0.00,-0.00,2025-2-4,20:30:26
-0.67,0.93,9.73,0.00,0.00,-0.00,2025-2-4,20:30:26
-0.53,0.99,9.69,0.00,-0.01,0.00,2025-2-4,20:30:26
-0.68,1.03,9.71,-0.00,0.00,-0.00,2025-2-4,20:30:26
-0.61,0.88,9.71,0.00,-0.01,0.00,2025-2-4,20:30:26
-0.61,1.01,9.58,-0.00,-0.00,-0.00,2025-2-4,20:30:26
-0.57,1.14,9.79,-0.00,-0.01,0.00,2025-2-4,20:30:26
-0.68,1.11,9.63,0.00,-0.00,0.00,2025-2-4,20:30:27
-0.51,1.03,9.79,0.00,-0.01,0.00,2025-2-4,20:30:27
-0.57,1.05,9.61,-0.00,-0.00,-0.00,2025-2-4,20:30:27
-0.63,1.05,9.63,0.00,-0.01,0.00,2025-2-4,20:30:27
-0.51,1.01,9.63,-0.01,0.00,-0.00,2025-2-4,20:30:27
-0.68,1.07,9.73,-0.00,-0.00,-0.00,2025-2-4,20:30:27
-0.51,1.01,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.65,0.97,9.69,0.01,-0.01,0.00,2025-2-4,20:30:27
-0.49,1.03,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.59,1.05,9.79,-0.00,0.01,-0.00,2025-2-4,20:30:27
-0.44,1.24,9.61,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.74,0.91,9.84,0.00,-0.01,0.00,2025-2-4,20:30:27
-0.55,1.03,9.61,-0.01,0.01,-0.00,2025-2-4,20:30:27
-0.72,1.03,9.73,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.51,1.16,9.65,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.63,1.07,9.67,-0.00,0.01,-0.00,2025-2-4,20:30:27
-0.65,0.95,9.77,-0.02,-0.00,-0.00,2025-2-4,20:30:27
-0.51,0.97,9.65,0.00,0.01,-0.00,2025-2-4,20:30:27
-0.68,0.91,9.69,0.01,-0.01,0.00,2025-2-4,20:30:27
-0.61,1.16,9.54,0.00,0.00,-0.00,2025-2-4,20:30:27
-0.51,1.05,9.69,-0.01,0.00,-0.00,2025-2-4,20:30:27
-0.55,1.16,9.59,-0.01,0.00,-0.00,2025-2-4,20:30:27
-0.55,1.05,9.67,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.59,1.13,9.61,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.68,1.07,9.79,-0.01,0.00,-0.00,2025-2-4,20:30:27
-0.45,1.09,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:27
-0.65,1.11,9.67,0.02,-0.00,-0.00,2025-2-4,20:30:27
-0.61,1.03,9.52,0.00,0.01,-0.00,2025-2-4,20:30:27
-0.74,0.93,9.84,-0.01,-0.00,-0.00,2025-2-4,20:30:27
-0.59,0.95,9.63,-0.00,-0.00,-0.00,2025-2-4,20:30:28
-0.53,0.99,9.52,0.02,-0.00,-0.00,2025-2-4,20:30:28
-0.53,0.86,9.44,-0.01,0.00,-0.00,2025-2-4,20:30:28
-0.63,1.03,9.81,0.00,-0.00,-0.00,2025-2-4,20:30:28
-0.51,0.91,9.54,0.00,-0.01,-0.00,2025-2-4,20:30:28
-0.68,1.03,9.65,0.00,-0.00,0.00,2025-2-4,20:30:28
-0.45,1.03,9.73,-0.01,-0.00,-0.00,2025-2-4,20:30:28
-0.53,1.11,9.48,0.00,0.00,-0.01,2025-2-4,20:30:28
-0.44,1.03,9.58,-0.00,-0.00,0.00,2025-2-4,20:30:28
-0.70,1.14,9.63,-0.00,-0.01,0.00,2025-2-4,20:30:28
-0.36,1.18,9.56,-0.01,0.00,-0.00,2025-2-4,20:30:28
-0.61,0.97,9.59,0.01,-0.00,0.00,2025-2-4,20:30:28
-0.76,0.97,9.73,0.00,-0.00,-0.00,2025-2-4,20:30:28
-0.51,1.09,9.58,0.01,-0.01,0.00,2025-2-4,20:30:28
-0.44,1.09,9.73,0.00,-0.00,0.00,2025-2-4,20:30:28
-0.65,1.09,9.69,0.01,-0.00,-0.00,2025-2-4,20:30:28
-0.63,1.03,9.73,-0.00,0.00,-0.00,2025-2-4,20:30:28
-0.44,1.13,9.50,-0.01,0.01,-0.00,2025-2-4,20:30:28
-0.65,0.90,9.75,0.00,-0.00,0.00,2025-2-4,20:30:28
-0.61,1.07,9.50,-0.01,0.00,-0.00,2025-2-4,20:30:28
-0.72,1.01,9.73,0.00,-0.00,0.00,2025-2-4,20:30:28
-0.47,1.22,9.52,0.01,-0.01,0.00,2025-2-4,20:30:28
-0.55,1.05,9.69,0.00,-0.00,0.00,2025-2-4,20:30:28
-0.38,1.07,9.54,0.01,-0.01,-0.00,2025-2-4,20:30:28
-0.59,1.03,9.84,-0.00,-0.00,-0.00,2025-2-4,20:30:28
-0.44,1.11,9.56,0.01,-0.00,0.00,2025-2-4,20:30:28
-0.67,1.03,9.61,0.00,0.00,-0.00,2025-2-4,20:30:28
-0.53,1.05,9.67,0.00,-0.01,0.00,2025-2-4,20:30:28
-0.51,1.07,9.69,0.00,0.00,-0.00,2025-2-4,20:30:28
-0.76,0.15,8.54,0.01,-0.00,-0.00,2025-2-4,20:30:29
-0.30,1.41,9.35,0.00,0.00,-0.00,2025-2-4,20:30:29
0.05,0.72,9.02,0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.38,0.88,9.65,0.00,0.00,-0.00,2025-2-4,20:30:29
-1.13,0.24,9.71,0.00,-0.01,0.00,2025-2-4,20:30:29
-0.55,1.68,9.61,-0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.65,1.03,9.69,0.00,-0.01,-0.00,2025-2-4,20:30:29
-0.57,1.26,9.56,0.00,-0.00,0.00,2025-2-4,20:30:29
-0.65,0.97,9.71,0.00,-0.00,0.00,2025-2-4,20:30:29
-0.47,1.13,9.52,-0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.63,1.01,9.81,-0.01,0.01,-0.00,2025-2-4,20:30:29
-0.47,1.03,9.58,0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.67,0.97,9.67,0.00,-0.00,0.00,2025-2-4,20:30:29
-0.63,1.16,9.56,0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.68,0.84,9.69,-0.01,0.00,-0.00,2025-2-4,20:30:29
-0.65,0.95,9.65,0.00,-0.00,0.00,2025-2-4,20:30:29
-0.55,1.01,9.63,-0.00,0.00,-0.00,2025-2-4,20:30:29
-0.59,0.97,9.67,-0.00,0.00,0.00,2025-2-4,20:30:29
-0.59,1.24,9.61,-0.00,0.01,-0.00,2025-2-4,20:30:29
-0.70,0.91,9.77,0.00,0.00,-0.00,2025-2-4,20:30:29
-0.65,1.20,9.71,-0.02,0.01,-0.01,2025-2-4,20:30:29
-0.76,0.97,9.69,0.01,-0.00,0.00,2025-2-4,20:30:29
-0.51,0.93,9.79,-0.01,-0.00,-0.00,2025-2-4,20:30:29
-0.86,0.82,9.71,0.00,-0.01,-0.00,2025-2-4,20:30:29
-0.47,1.13,9.52,-0.01,0.00,-0.00,2025-2-4,20:30:29
-0.67,1.01,9.71,0.00,0.00,-0.00,2025-2-4,20:30:29
-0.51,1.20,9.71,-0.01,0.01,-0.00,2025-2-4,20:30:29
-0.63,0.99,9.81,-0.00,-0.00,-0.00,2025-2-4,20:30:29
-0.47,1.09,9.46,-0.01,0.00,-0.00,2025-2-4,20:30:29
-0.74,0.91,9.75,-0.01,0.00,-0.00,2025-2-4,20:30:30
-0.49,1.07,9.61,-0.01,0.00,-0.00,2025-2-4,20:30:30
-0.74,0.90,9.81,0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.42,1.22,9.48,-0.01,0.00,-0.00,2025-2-4,20:30:30
-0.78,0.97,9.71,-0.01,-0.00,-0.00,2025-2-4,20:30:30
-0.67,1.22,9.65,-0.01,0.01,-0.00,2025-2-4,20:30:30
-0.47,1.01,9.42,-0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.68,0.90,9.54,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.61,1.16,9.65,0.00,0.00,-0.00,2025-2-4,20:30:30
-0.55,1.49,9.81,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.42,1.18,9.63,0.00,0.00,-0.00,2025-2-4,20:30:30
-0.44,1.05,9.71,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.42,0.99,9.61,-0.00,0.00,-0.00,2025-2-4,20:30:30
-0.67,1.20,9.67,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.47,1.28,9.56,-0.00,0.00,0.00,2025-2-4,20:30:30
-0.74,0.93,9.75,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.30,1.20,9.42,-0.00,0.00,-0.00,2025-2-4,20:30:30
-0.53,1.20,9.59,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.72,0.99,9.75,-0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.53,0.84,9.54,0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.65,1.59,9.79,-0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.57,0.05,9.44,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.22,0.68,9.65,-0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.57,0.15,9.86,0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.34,1.66,9.81,-0.00,-0.01,0.00,2025-2-4,20:30:30
-0.59,0.53,9.58,0.00,-0.00,0.00,2025-2-4,20:30:30
-0.82,0.95,9.71,-0.01,-0.00,0.00,2025-2-4,20:30:30
-0.32,1.62,9.61,0.00,-0.01,0.00,2025-2-4,20:30:30
-0.78,-0.01,9.88,-0.00,-0.00,-0.00,2025-2-4,20:30:30
-0.51,0.15,9.61,-0.00,0.00,-0.00,2025-2-4,20:30:31
-0.45,0.57,9.69,0.00,-0.01,-0.00,2025-2-4,20:30:31
-0.51,1.07,9.54,0.00,-0.01,-0.00,2025-2-4,20:30:31
-0.82,0.97,9.71,-0.00,-0.00,-0.00,2025-2-4,20:30:31
-0.61,1.16,9.50,-0.00,0.01,-0.00,2025-2-4,20:30:31
-0.84,1.39,9.92,0.00,-0.00,-0.00,2025-2-4,20:30:31
-0.21,1.09,9.61,-0.00,0.00,-0.00,2025-2-4,20:30:31
-0.44,0.88,9.81,-0.01,-0.01,0.00,2025-2-4,20:30:31
-0.42,1.28,9.54,-0.00,0.00,0.00,2025-2-4,20:30:31
-0.47,0.97,9.58,-0.00,-0.00,-0.00,2025-2-4,20:30:31
-0.44,1.32,9.61,-0.00,-0.01,0.00,2025-2-4,20:30:31
-0.30,1.34,9.58,0.00,0.01,-0.00,2025-2-4,20:30:31
-0.84,1.22,9.71,0.00,-0.01,0.00,2025-2-4,20:30:31
-0.47,1.20,9.46,0.00,0.00,-0.00,2025-2-4,20:30:31
-0.95,1.03,9.61,0.00,-0.00,0.00,2025-2-4,20:30:31
-0.47,0.99,9.59,-0.00,0.00,-0.00,2025-2-4,20:30:31
-0.45,0.74,9.69,0.00,-0.01,0.00,2025-2-4,20:30:31
-0.67,1.11,9.61,-0.01,0.00,-0.00,2025-2-4,20:30:31
-0.61,1.05,9.86,0.00,-0.01,0.00,2025-2-4,20:30:31
-0.51,0.95,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:31
-0.59,1.24,9.63,-0.01,0.00,-0.00,2025-2-4,20:30:31
-0.65,0.86,9.69,0.00,0.00,-0.00,2025-2-4,20:30:31
-0.51,1.05,9.58,-0.01,-0.00,-0.00,2025-2-4,20:30:31
-0.84,0.88,9.82,-0.01,-0.01,0.00,2025-2-4,20:30:31
-0.57,1.05,9.50,0.03,0.00,-0.01,2025-2-4,20:30:31
-0.70,0.84,9.58,-0.03,-0.01,-0.00,2025-2-4,20:30:31
-0.55,1.20,9.77,-0.06,-0.01,-0.00,2025-2-4,20:30:31
-0.70,0.88,9.61,-0.03,-0.01,0.00,2025-2-4,20:30:31
-0.65,1.36,9.35,-0.02,0.00,-0.00,2025-2-4,20:30:31
-0.55,1.24,9.61,-0.01,-0.01,0.00,2025-2-4,20:30:32
-0.55,1.05,9.71,-0.02,-0.00,-0.00,2025-2-4,20:30:32
-0.59,1.43,9.63,-0.01,-0.00,-0.00,2025-2-4,20:30:32
-0.34,1.05,9.58,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.70,1.05,9.86,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.63,1.11,9.61,-0.00,0.01,-0.00,2025-2-4,20:30:32
-0.68,0.86,9.86,-0.00,-0.00,-0.00,2025-2-4,20:30:32
-0.55,1.01,9.65,0.03,0.01,-0.00,2025-2-4,20:30:32
-0.63,1.11,9.59,0.02,0.01,-0.00,2025-2-4,20:30:32
-0.47,1.16,9.69,0.01,-0.01,0.00,2025-2-4,20:30:32
-0.63,1.07,9.59,0.01,0.00,0.00,2025-2-4,20:30:32
-0.49,1.07,9.69,0.01,-0.01,-0.00,2025-2-4,20:30:32
-0.57,1.07,9.61,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.74,0.93,9.63,0.01,-0.01,0.00,2025-2-4,20:30:32
-0.47,0.95,9.69,-0.02,-0.00,-0.00,2025-2-4,20:30:32
-0.57,0.95,9.81,-0.01,-0.00,0.00,2025-2-4,20:30:32
-0.63,1.07,9.63,-0.01,0.00,0.00,2025-2-4,20:30:32
-0.67,1.03,9.77,-0.01,-0.01,0.00,2025-2-4,20:30:32
-0.55,1.07,9.69,-0.00,0.00,-0.00,2025-2-4,20:30:32
-0.61,1.03,9.79,0.00,-0.01,0.00,2025-2-4,20:30:32
-0.59,0.90,9.63,0.00,0.00,-0.00,2025-2-4,20:30:32
-0.61,1.01,9.79,-0.00,-0.01,0.00,2025-2-4,20:30:32
-0.55,0.97,9.71,-0.00,-0.00,-0.00,2025-2-4,20:30:32
-0.65,0.95,9.67,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.45,1.05,9.59,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.68,1.05,9.71,0.01,0.00,-0.00,2025-2-4,20:30:32
-0.57,1.03,9.54,0.00,-0.00,-0.00,2025-2-4,20:30:32
-0.55,1.11,9.61,-0.00,-0.00,-0.00,2025-2-4,20:30:32
-0.59,1.05,9.67,-0.01,-0.00,-0.00,2025-2-4,20:30:32
-0.67,0.97,9.77,-0.00,-0.01,0.00,2025-2-4,20:30:33
-0.55,1.11,9.63,0.01,0.01,-0.01,2025-2-4,20:30:37
-0.49,0.88,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:37
-0.57,1.03,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:37
-0.49,1.16,9.50,-0.01,0.00,-0.00,2025-2-4,20:30:37
-0.53,1.03,9.63,-0.02,0.01,-0.00,2025-2-4,20:30:37
-0.55,1.03,9.65,0.00,-0.01,0.00,2025-2-4,20:30:37
-0.47,0.99,9.63,-0.00,0.00,-0.00,2025-2-4,20:30:37
-0.74,0.97,9.71,0.01,-0.00,0.00,2025-2-4,20:30:37
-0.36,1.07,9.54,-0.02,0.00,-0.00,2025-2-4,20:30:37
-0.86,1.13,9.69,-0.00,-0.01,-0.00,2025-2-4,20:30:37
-0.51,1.13,9.50,-0.01,0.01,-0.00,2025-2-4,20:30:37
-0.72,0.93,9.82,-0.01,-0.01,-0.00,2025-2-4,20:30:37
-0.44,1.07,9.54,-0.00,0.00,0.00,2025-2-4,20:30:37
-0.65,0.93,9.71,0.00,-0.00,-0.00,2025-2-4,20:30:37
-0.68,0.80,9.75,0.00,-0.00,-0.00,2025-2-4,20:30:37
-0.59,0.97,9.67,0.01,-0.00,-0.00,2025-2-4,20:30:37
-0.61,1.07,9.61,-0.00,-0.00,-0.00,2025-2-4,20:30:37
-0.57,1.09,9.59,0.00,-0.01,0.00,2025-2-4,20:30:37
-0.61,1.09,9.61,0.01,-0.00,-0.00,2025-2-4,20:30:37
-0.57,1.07,9.58,-0.00,0.00,-0.00,2025-2-4,20:30:37
-0.51,0.99,9.79,-0.00,-0.01,-0.00,2025-2-4,20:30:38
-0.53,0.63,9.82,-0.00,-0.00,-0.00,2025-2-4,20:30:38
-0.70,1.22,9.54,0.00,-0.00,-0.00,2025-2-4,20:30:38
-0.28,1.07,9.61,-0.01,-0.01,-0.00,2025-2-4,20:30:38
-0.65,1.03,9.79,0.01,-0.00,0.00,2025-2-4,20:30:38
-0.55,1.03,9.67,0.00,-0.00,0.00,2025-2-4,20:30:38
-0.55,0.95,9.77,-0.00,-0.01,0.00,2025-2-4,20:30:38
-0.42,1.22,9.56,-0.01,0.00,0.00,2025-2-4,20:30:38
-0.63,0.88,9.86,-0.00,-0.01,-0.00,2025-2-4,20:30:38
-0.51,1.05,9.52,0.01,0.00,-0.00,2025-2-4,20:30:38
-0.68,1.07,9.59,0.00,-0.01,0.00,2025-2-4,20:30:38
-0.53,1.03,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:38
-0.53,0.97,9.61,0.00,-0.01,-0.00,2025-2-4,20:30:38
-0.51,1.05,9.61,0.01,0.01,-0.00,2025-2-4,20:30:38
-0.49,1.18,9.69,0.01,-0.01,0.00,2025-2-4,20:30:38
-0.63,1.03,9.65,-0.01,0.00,0.00,2025-2-4,20:30:38
-0.61,0.97,9.69,-0.00,-0.01,-0.00,2025-2-4,20:30:38
-0.67,1.09,9.67,0.01,-0.00,-0.00,2025-2-4,20:30:38
-0.47,1.11,9.61,0.01,0.01,-0.00,2025-2-4,20:30:38
-0.53,1.05,9.59,-0.00,0.00,-0.00,2025-2-4,20:30:38
-0.65,1.03,9.73,-0.02,0.00,-0.00,2025-2-4,20:30:38
-0.59,1.43,9.50,0.01,0.02,-0.00,2025-2-4,20:30:38
-0.44,0.91,9.75,-0.03,-0.01,0.00,2025-2-4,20:30:38
-0.76,1.16,9.48,0.02,0.01,-0.00,2025-2-4,20:30:38
-0.59,0.88,9.65,-0.05,0.00,0.00,2025-2-4,20:30:38
-0.57,0.91,9.92,-0.01,-0.00,0.00,2025-2-4,20:30:38
-0.44,1.18,9.65,0.04,0.01,-0.00,2025-2-4,20:30:38
-0.70,1.16,9.82,0.01,0.01,-0.00,2025-2-4,20:30:38
-0.45,1.09,9.56,-0.01,0.00,-0.00,2025-2-4,20:30:38
-0.53,0.97,9.79,-0.02,-0.01,0.00,2025-2-4,20:30:39
-0.47,1.09,9.59,0.01,0.00,-0.00,2025-2-4,20:30:39
-0.78,0.95,9.81,0.00,0.00,-0.01,2025-2-4,20:30:39
-0.51,1.14,9.50,-0.01,0.00,-0.00,2025-2-4,20:30:39
-0.59,1.03,9.79,-0.01,0.00,0.00,2025-2-4,20:30:39
-0.55,1.24,9.61,0.00,0.01,-0.00,2025-2-4,20:30:39
-0.70,0.91,9.71,0.00,0.01,-0.01,2025-2-4,20:30:39
-0.40,0.99,9.54,0.00,-0.01,-0.00,2025-2-4,20:30:39
-0.57,1.03,9.73,-0.02,0.00,-0.00,2025-2-4,20:30:39
-0.59,1.07,9.63,0.01,-0.00,-0.00,2025-2-4,20:30:39
-0.65,1.03,9.75,-0.00,0.01,-0.00,2025-2-4,20:30:39
-0.57,1.01,9.69,0.01,-0.00,0.00,2025-2-4,20:30:39
-0.68,1.03,9.77,-0.01,-0.00,0.00,2025-2-4,20:30:39
-0.42,0.97,9.69,0.00,-0.01,-0.00,2025-2-4,20:30:39
-0.67,0.99,9.65,0.00,0.00,-0.00,2025-2-4,20:30:39
-0.65,1.11,9.71,-0.00,-0.00,-0.00,2025-2-4,20:30:39
-0.59,1.13,9.61,-0.01,0.00,-0.00,2025-2-4,20:30:39
-0.61,0.97,9.79,0.00,-0.01,-0.00,2025-2-4,20:30:39
-0.63,1.07,9.61,0.01,0.00,-0.00,2025-2-4,20:30:39
-0.72,0.93,9.67,0.00,-0.01,-0.00,2025-2-4,20:30:39
-0.49,1.20,9.48,-0.02,0.00,-0.00,2025-2-4,20:30:39
-0.55,1.07,9.75,-0.01,0.00,-0.00,2025-2-4,20:30:39
-0.47,1.03,9.67,-0.00,-0.00,-0.00,2025-2-4,20:30:39
-0.57,0.99,9.63,0.02,0.01,-0.00,2025-2-4,20:30:39
-0.61,1.22,9.59,-0.02,-0.00,-0.00,2025-2-4,20:30:39
-0.53,1.09,9.75,-0.01,-0.00,0.00,2025-2-4,20:30:39
-0.44,1.09,9.52,0.02,0.01,-0.00,2025-2-4,20:30:39
-0.72,0.95,9.79,-0.01,-0.01,0.00,2025-2-4,20:30:39
-0.51,0.97,9.48,0.01,0.01,-0.00,2025-2-4,20:30:39
-0.65,1.07,9.67,-0.02,-0.01,-0.00,2025-2-4,20:30:40
-0.51,1.05,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:40
-0.68,0.88,9.65,0.01,-0.00,-0.00,2025-2-4,20:30:40
-0.47,1.28,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:40
-0.68,0.70,9.56,-0.00,-0.00,-0.00,2025-2-4,20:30:40
-0.45,0.93,9.48,0.01,0.02,-0.00,2025-2-4,20:30:40
-0.68,0.82,9.79,-0.02,-0.02,0.00,2025-2-4,20:30:40
-0.47,1.03,9.52,0.01,0.00,-0.00,2025-2-4,20:30:40
-0.63,0.88,9.71,-0.00,-0.00,-0.00,2025-2-4,20:30:40
-0.44,0.99,9.82,-0.01,0.00,-0.01,2025-2-4,20:30:40
-0.59,1.22,9.65,0.03,0.00,-0.00,2025-2-4,20:30:40
-0.45,0.93,9.75,-0.02,-0.00,-0.00,2025-2-4,20:30:40
-0.70,0.97,9.67,0.00,0.00,-0.00,2025-2-4,20:30:40
-0.40,1.09,9.61,-0.02,0.00,-0.00,2025-2-4,20:30:40
-0.68,1.07,9.75,0.01,-0.00,-0.00,2025-2-4,20:30:40
-0.45,1.09,9.61,-0.00,0.01,-0.00,2025-2-4,20:30:40
-0.67,1.05,9.69,-0.01,-0.01,0.00,2025-2-4,20:30:40
-0.42,1.16,9.59,-0.00,0.00,-0.00,2025-2-4,20:30:40
-0.74,1.05,9.69,-0.00,-0.00,0.00,2025-2-4,20:30:40
-0.49,1.07,9.61,0.00,-0.00,-0.00,2025-2-4,20:30:40
-0.72,0.97,9.71,0.00,-0.01,-0.00,2025-2-4,20:30:40
-0.44,1.07,9.65,-0.01,-0.00,0.00,2025-2-4,20:30:40
-0.78,0.99,9.71,0.01,-0.01,0.00,2025-2-4,20:30:40
-0.40,1.03,9.50,-0.02,-0.00,0.00,2025-2-4,20:30:40
-0.70,1.07,9.75,0.01,-0.00,-0.00,2025-2-4,20:30:40
-0.57,1.01,9.59,0.01,0.01,-0.00,2025-2-4,20:30:40
-0.68,1.11,9.67,0.00,-0.01,0.00,2025-2-4,20:30:40
-0.47,0.97,9.61,0.00,-0.00,-0.00,2025-2-4,20:30:40
-0.55,1.11,9.71,0.00,-0.01,0.00,2025-2-4,20:30:41
-0.68,1.05,9.69,0.00,-0.00,-0.00,2025-2-4,20:30:41
-0.45,1.22,9.59,0.00,-0.00,0.00,2025-2-4,20:30:41
-0.61,0.88,9.61,0.00,0.00,-0.00,2025-2-4,20:30:41
-0.53,1.13,9.59,0.00,-0.00,0.00,2025-2-4,20:30:41
-0.67,1.03,9.82,0.01,-0.01,-0.00,2025-2-4,20:30:41
-0.47,1.03,9.59,0.02,0.01,-0.00,2025-2-4,20:30:41
-0.68,0.88,9.69,-0.01,-0.01,0.00,2025-2-4,20:30:41
-0.45,1.11,9.73,-0.01,-0.01,0.00,2025-2-4,20:30:41
-0.61,0.99,9.58,0.01,0.01,-0.00,2025-2-4,20:30:41
-0.55,1.13,9.52,0.00,0.00,-0.00,2025-2-4,20:30:41
-0.78,1.03,9.59,0.01,-0.00,-0.00,2025-2-4,20:30:41
-0.40,0.99,9.67,-0.01,0.00,-0.00,2025-2-4,20:30:41
-0.57,1.05,9.82,0.00,0.00,0.00,2025-2-4,20:30:41
-0.74,1.05,9.77,0.00,-0.00,-0.00,2025-2-4,20:30:41
-0.68,0.95,9.77,-0.01,0.00,-0.00,2025-2-4,20:30:41
-0.65,1.13,9.58,0.00,-0.01,0.00,2025-2-4,20:30:41
-0.47,1.11,9.67,0.00,-0.00,-0.00,2025-2-4,20:30:41
-0.49,1.16,9.48,0.00,-0.01,0.00,2025-2-4,20:30:41
-0.57,0.86,9.75,0.00,-0.00,0.00,2025-2-4,20:30:41
-0.49,1.05,9.56,-0.00,-0.01,-0.00,2025-2-4,20:30:41
-0.61,1.01,9.77,0.01,0.00,-0.00,2025-2-4,20:30:41
-0.65,1.03,9.65,0.01,-0.01,0.00,2025-2-4,20:30:41
-0.65,1.09,9.73,-0.00,0.00,0.00,2025-2-4,20:30:41
-0.45,1.22,9.56,-0.01,0.01,-0.00,2025-2-4,20:30:41
-0.63,1.07,9.82,-0.01,-0.00,0.00,2025-2-4,20:30:41
-0.34,1.11,9.59,0.01,-0.01,0.00,2025-2-4,20:30:41
-0.59,1.03,9.79,-0.01,-0.00,0.00,2025-2-4,20:30:41
-0.55,0.97,9.77,0.00,-0.00,-0.00,2025-2-4,20:30:42
-0.51,1.22,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:42
-0.55,0.97,9.79,0.01,-0.01,-0.00,2025-2-4,20:30:42
-0.65,1.01,9.61,0.01,0.01,-0.01,2025-2-4,20:30:42
-0.55,0.91,9.63,0.01,-0.00,-0.00,2025-2-4,20:30:42
-0.47,1.16,9.50,-0.02,0.01,-0.00,2025-2-4,20:30:42
-0.63,1.01,9.69,-0.00,-0.01,-0.00,2025-2-4,20:30:42
-0.47,1.22,9.42,-0.01,0.01,-0.00,2025-2-4,20:30:42
-0.67,0.93,9.63,0.00,-0.01,0.00,2025-2-4,20:30:42
-0.40,1.16,9.56,-0.02,0.01,-0.00,2025-2-4,20:30:42
-0.68,0.93,9.69,-0.01,-0.00,-0.00,2025-2-4,20:30:42
-0.47,1.14,9.54,0.00,0.01,-0.00,2025-2-4,20:30:42
-0.63,0.95,9.73,0.01,0.00,-0.00,2025-2-4,20:30:42
-0.51,1.11,9.48,0.01,0.01,-0.00,2025-2-4,20:30:42
-0.63,1.01,9.65,-0.01,0.00,-0.00,2025-2-4,20:30:42
-0.57,1.07,9.54,-0.01,0.00,0.00,2025-2-4,20:30:42
-0.65,1.01,9.71,-0.01,0.00,-0.00,2025-2-4,20:30:42
-0.44,1.05,9.59,-0.00,0.01,-0.01,2025-2-4,20:30:42
-0.57,1.16,9.69,-0.01,0.00,-0.00,2025-2-4,20:30:42
-0.51,1.07,9.75,0.01,0.00,-0.00,2025-2-4,20:30:42
-0.51,1.20,9.67,0.00,0.00,-0.00,2025-2-4,20:30:42
-0.68,0.97,9.79,0.00,-0.00,-0.00,2025-2-4,20:30:42
-0.49,0.88,9.61,-0.02,0.00,-0.00,2025-2-4,20:30:42
-0.59,0.97,9.69,-0.01,-0.01,-0.00,2025-2-4,20:30:42
-0.49,0.99,9.67,0.01,0.00,-0.00,2025-2-4,20:30:42
-0.74,0.90,9.65,0.01,-0.00,0.00,2025-2-4,20:30:42
-0.53,1.11,9.58,-0.01,0.00,-0.00,2025-2-4,20:30:42
-0.59,0.93,9.82,-0.01,-0.01,0.00,2025-2-4,20:30:42
-0.53,1.05,9.71,-0.02,0.00,-0.00,2025-2-4,20:30:42
-0.57,1.03,9.63,0.01,-0.01,-0.00,2025-2-4,20:30:43
-0.55,1.07,9.65,-0.00,0.00,-0.00,2025-2-4,20:30:43
